b complex vitamins plus tablet (RX),https://www.webmd.com/drugs/2/drug-1978-9038/b-complex-vitamins-plus-tablet/details
b complex w/ vitamin c tablet (),https://www.webmd.com/drugs/2/drug-58672-9038/b-complex-w-vitamin-c-tablet/details
b complex w/c capsule (),https://www.webmd.com/drugs/2/drug-58580-9038/b-complex-w-c-capsule/details
b complex w/c tablet, extended release (),https://www.webmd.com/drugs/2/drug-58580-6106/b-complex-w-c-tablet-er/details
b complex with b-12 liquid (),https://www.webmd.com/drugs/2/drug-148395-6106/b-complex-with-b-12-liquid/details
b complex with c tablet (),https://www.webmd.com/drugs/2/drug-58666-9038/b-complex-with-c-tablet/details
b complex with c#10-folic acid liquid (),https://www.webmd.com/drugs/2/drug-152657-6106/b-complex-with-c10-folic-acid-liquid/details
b complex with c#20-folic acid capsule (),https://www.webmd.com/drugs/2/drug-165899-6106/b-complex-with-c20-folic-acid-capsule/details
b complex with c-magnesium-zn capsule (OTC),https://www.webmd.com/drugs/2/drug-1985-6106/b-complex-with-c-magnesium-zn-capsule/details
b complex with vitamin c (),https://www.webmd.com/drugs/2/drug-156124-6106/b-complex-with-vitamin-c/details
b complex with vitamin c tablet, extended release (),https://www.webmd.com/drugs/2/drug-58675-6106/b-complex-with-vitamin-c-tablet-er/details
b complex-100 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58489-6106/b-complex-100-tablet-er/details
b complex-150 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58518-6106/b-complex-150-tablet-er/details
b complex-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-58488-6106/b-complex-50-tablet/details
b complex-b12 tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-1979-6106/b-complex-b12-tr-tablet-er/details
b complex-biotin-fa tablet (OTC),https://www.webmd.com/drugs/2/drug-1090-6106/b-complex-biotin-fa-tablet/details
b complex-c capsule (),https://www.webmd.com/drugs/2/drug-335-9038/b-complex-c-capsule/details
b complex-c stress formula tablet (OTC),https://www.webmd.com/drugs/2/drug-58649-9038/b-complex-c-stress-formula-tablet/details
b complex-c tablet, extended release (),https://www.webmd.com/drugs/2/drug-335-6106/b-complex-c-tablet-er/details
b complex-c-e tablet (),https://www.webmd.com/drugs/2/drug-1981-9038/b-complex-c-e-tablet/details
b complex-c-e-fa-zn-minerals tablet (OTC),https://www.webmd.com/drugs/2/drug-63454-6106/b-complex-c-e-fa-zn-minerals-tablet/details
b complex-c-e-zn tablet (OTC),https://www.webmd.com/drugs/2/drug-244-6106/b-complex-c-e-zn-tablet/details
b complex-c-folic acid-zn tablet (),https://www.webmd.com/drugs/2/drug-20591-6106/b-complex-c-folic-acid-zn-tablet/details
b complex-c-iron-vit e-fa tablet (OTC),https://www.webmd.com/drugs/2/drug-63489-280/b-complex-c-iron-vit-e-fa-tablet/details
b complex-c-min-fe-fa liquid (),https://www.webmd.com/drugs/2/drug-18715-280/b-complex-c-min-fe-fa-liquid/details
b complex-c-min-fe-fa tablet (),https://www.webmd.com/drugs/2/drug-18715-9038/b-complex-c-min-fe-fa-tablet/details
b complex-lysine liquid (),https://www.webmd.com/drugs/2/drug-32634-6106/b-complex-lysine-liquid/details
b complex/c-ssf capsule (OTC),https://www.webmd.com/drugs/2/drug-19517-9038/b-complex-c-ssf-capsule/details
b complx-c-folic-zinc-copper-e tablet (),https://www.webmd.com/drugs/2/drug-173531-6106/b-complx-c-folic-zinc-copper-e-tablet/details
b infan-b long-l acid-l rhamn capsule, sprinkle (),https://www.webmd.com/drugs/2/drug-163929-1275/b-infan-b-long-l-acid-l-rhamn-capsule-sprinkle/details
b-1 solution (RX),https://www.webmd.com/drugs/2/drug-58172-9131/b-1-solution/details
b-1 tablet (),https://www.webmd.com/drugs/2/drug-58166-131/b-1-tablet/details
b-100 balanced tablet (OTC),https://www.webmd.com/drugs/2/drug-21684-6106/b-100-balanced-tablet/details
b-100 complex (),https://www.webmd.com/drugs/2/drug-10550-6106/b-100-complex/details
b-100 complex cr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-18215-6106/b-100-complex-cr-tablet-er/details
b-100 complex tablet, extended release (),https://www.webmd.com/drugs/2/drug-58467-6106/b-100-complex/details
b-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-11839-6106/b-100-tablet/details
b-100/fa cr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-1963-6106/b-100-fa-cr-tablet-er/details
b-12 compliance kit (RX),https://www.webmd.com/drugs/2/drug-170605-2038/b-12-compliance-kit/details
b-12 dots (),https://www.webmd.com/drugs/2/drug-150859-1249/b-12-dots/details
b-12 kit 1,000 mcg/ml injection (RX),https://www.webmd.com/drugs/2/drug-171554-2038/b-12-kit/details
b-12 plus solution (RX),https://www.webmd.com/drugs/2/drug-60331-2038/b-12-plus-solution/details
b-12 tablet (),https://www.webmd.com/drugs/2/drug-60300-1249/b-12-tablet/details
b-150 tablet (OTC),https://www.webmd.com/drugs/2/drug-58508-6106/b-150-tablet/details
b-2 tablet (),https://www.webmd.com/drugs/2/drug-58173-1782/b-2-tablet/details
b-25 complex capsule (OTC),https://www.webmd.com/drugs/2/drug-58438-6106/b-25-complex-capsule/details
b-3 niacin tablet (OTC),https://www.webmd.com/drugs/2/drug-58189-126/b-3-niacin-tablet/details
b-3-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-12083-126/b-3-tablet/details
b-50 balanced tablet (OTC),https://www.webmd.com/drugs/2/drug-21683-6106/b-50-balanced-tablet/details
b-50 complex (),https://www.webmd.com/drugs/2/drug-104-6106/b-50-complex/details
b-50 complex capsule (OTC),https://www.webmd.com/drugs/2/drug-8418-6106/b-50-complex/details
b-50 complex/vitamin c tablet (),https://www.webmd.com/drugs/2/drug-1964-9038/b-50-complex-vitamin-c-tablet/details
b-50 gel capsule (OTC),https://www.webmd.com/drugs/2/drug-58447-6106/b-50-gel-capsule/details
b-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-10581-6106/b-50-tablet/details
b-6-500 capsule (OTC),https://www.webmd.com/drugs/2/drug-4338-127/b-6-capsule/details
b-between capsule (OTC),https://www.webmd.com/drugs/2/drug-58611-9038/b-between-capsule/details
b-c vite tablet (OTC),https://www.webmd.com/drugs/2/drug-10549-9038/b-c-vite-tablet/details
b-c-300 capsule (OTC),https://www.webmd.com/drugs/2/drug-58565-9038/b-c-300-capsule/details
b-c-bid capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-58638-6106/b-c-bid-capsule-er/details
b-c-e and zinc tablet (OTC),https://www.webmd.com/drugs/2/drug-58734-9038/b-c-e-and-zinc-tablet/details
b-c/folic acid plus tablet (RX),https://www.webmd.com/drugs/2/drug-1965-9038/b-c-folic-acid-plus-tablet/details
b-compleet w/vitamin c tablet (OTC),https://www.webmd.com/drugs/2/drug-58650-9038/b-compleet-w-vitamin-c-tablet/details
b-compleet-100 tablet (OTC),https://www.webmd.com/drugs/2/drug-58479-6106/b-compleet-100-tablet/details
b-compleet-50 tablet (OTC),https://www.webmd.com/drugs/2/drug-58478-6106/b-compleet-50-tablet/details
b-complex and b-12 tablet (),https://www.webmd.com/drugs/2/drug-58494-6106/b-complex-and-b-12-tablet/details
b-complex and c capsule (),https://www.webmd.com/drugs/2/drug-58622-9038/b-complex-and-c-capsule/details
b-complex therapeutic w/b-12 capsule (OTC),https://www.webmd.com/drugs/2/drug-58449-6106/b-complex-therapeutic-w-b-12-capsule/details
b-complex w/b-12 tablet (),https://www.webmd.com/drugs/2/drug-58496-6106/b-complex-w-b-12-tablet/details
b-complex w/c capsule (),https://www.webmd.com/drugs/2/drug-58588-9038/b-complex-w-c-capsule/details
b-complex w/c tablet, extended release (),https://www.webmd.com/drugs/2/drug-58588-6106/b-complex-w-c-tablet-er/details
b-complex w/vitamin b-12 tablet (),https://www.webmd.com/drugs/2/drug-58454-6106/b-complex-w-vitamin-b-12-tablet/details
b-complex with vitamin c (),https://www.webmd.com/drugs/2/drug-1982-6106/b-complex-with-vitamin-c/details
b-complex-plus tablet (OTC),https://www.webmd.com/drugs/2/drug-58662-9038/b-complex-plus-tablet/details
b-complex/c capsule (),https://www.webmd.com/drugs/2/drug-58620-9038/b-complex-c-capsule/details
b-donna 16.2 mg-0.1037 mg-0.0194 mg tablet (RX),https://www.webmd.com/drugs/2/drug-170737-845/b-donna/details
b-e-c and z tablet (OTC),https://www.webmd.com/drugs/2/drug-59241-9038/b-e-c-and-z-tablet/details
b-fedrine capsule, extended release (RX),https://www.webmd.com/drugs/2/drug-19381-9012/b-fedrine-capsule-er/details
b-fedrine pd capsule, extended release (RX),https://www.webmd.com/drugs/2/drug-54478-9012/b-fedrine-pd-capsule-er/details
b-plex 15 mg-100 mg-4 mg-500mg-0.5mg tablet (RX),https://www.webmd.com/drugs/2/drug-5163-9038/b-plex-tablet/details
b-plex plus tablet (RX),https://www.webmd.com/drugs/2/drug-11131-9038/b-plex-plus-tablet/details
b-plex tablet (RX),https://www.webmd.com/drugs/2/drug-5163-6106/b-plex-tablet/details
b-plex with vitamin c tablet (RX),https://www.webmd.com/drugs/2/drug-153683-9038/b-plex-with-vitamin-c-tablet/details
b-scorbic tablet (OTC),https://www.webmd.com/drugs/2/drug-9968-9038/b-scorbic-tablet/details
b-stress (),https://www.webmd.com/drugs/2/drug-12075-6106/b-stress/details
b-sure 50 % topical pads astringents (OTC),https://www.webmd.com/drugs/2/drug-182712-1314/b-sure-pads-medicated/details
b-tuss liquid (RX),https://www.webmd.com/drugs/2/drug-20360-3172/b-tuss-liquid/details
b-vex d suspension (RX),https://www.webmd.com/drugs/2/drug-144363-9012/b-vex-d-suspension/details
b-vex pd suspension (RX),https://www.webmd.com/drugs/2/drug-149588-9012/b-vex-pd-suspension/details
b-vitamins w/c capsule (OTC),https://www.webmd.com/drugs/2/drug-58573-9038/b-vitamins-w-c-capsule/details
b-vite tablet (OTC),https://www.webmd.com/drugs/2/drug-58469-6106/b-vite-tablet/details
b/c complex capsule (),https://www.webmd.com/drugs/2/drug-10651-9038/b-c-complex-capsule/details
bacitracin zinc 500 unit-polymyxin b 10,000 unit/gram topical ointment (OTC),https://www.webmd.com/drugs/2/drug-78579-7125/bacitracin-zinc-polymyxin-b-ointment/details
bacitracin-polymyxin b (ophth) ointment (RX),https://www.webmd.com/drugs/2/drug-16280-782/bacitracin-polymyxin-b-ophth-ointment/details
bacitracin-polymyxin b 500 unit-10,000 unit/gram eye ointment (RX),https://www.webmd.com/drugs/2/drug-2052-782/bacitracin-polymyxin-ointment/details
bacitracin-polymyxin b powder (RX/OTC),https://www.webmd.com/drugs/2/drug-8738-7125/bacitracin-polymyxin-b-powder/details
bacitracin-polymyxin b topical ointment (RX/OTC),https://www.webmd.com/drugs/2/drug-2051-7125/bacitracin-polymyxin-ointment/details
bal b-100 tablet (),https://www.webmd.com/drugs/2/drug-58502-6106/bal-b-100/details
bal b-50 tablet (),https://www.webmd.com/drugs/2/drug-58503-6106/bal-b-50/details
balance b 100 tablet, extended release (RX/OTC),https://www.webmd.com/drugs/2/drug-58516-6106/balance-b-100-tablet-er/details
balance b tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58515-6106/balance-b-tablet-er/details
balance b-100 (with folic acid) 0.4 mg tablet multivitamins (),https://www.webmd.com/drugs/2/drug-178012-6106/balance-b-100/details
balance b-100 tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-9873-6106/balance-b-100/details
balance b-150 tablet (OTC),https://www.webmd.com/drugs/2/drug-58481-6106/balance-b-150-tablet/details
balance b-50 (with folic acid) 0.4 mg tablet multivitamins (),https://www.webmd.com/drugs/2/drug-178011-6106/balance-b-50/details
balance b-50 complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58509-6106/balance-b-50-complex-tablet/details
balance b-50 tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-9874-6106/balance-b-50/details
balance-b capsule (OTC),https://www.webmd.com/drugs/2/drug-58445-6106/balance-b-capsule/details
balanced b complex 100 tablet (OTC),https://www.webmd.com/drugs/2/drug-14743-6106/balanced-b-complex-100-tablet/details
balanced b complex 50 tablet (OTC),https://www.webmd.com/drugs/2/drug-14749-6106/balanced-b-complex-50-tablet/details
balanced b complex cr tablet, extended release (),https://www.webmd.com/drugs/2/drug-17753-6106/balanced-b-complex-cr-tablet-er/details
balanced b complex tablet (OTC),https://www.webmd.com/drugs/2/drug-16929-6106/balanced-b-complex-tablet/details
balanced b tablet (OTC),https://www.webmd.com/drugs/2/drug-58477-6106/balanced-b-tablet/details
balanced b-100 (),https://www.webmd.com/drugs/2/drug-3813-6106/balanced-b-100/details
balanced b-100 complex cr tablet, extended release (),https://www.webmd.com/drugs/2/drug-17813-6106/balanced-b-100-complex-cr-tablet-er/details
balanced b-150 (OTC),https://www.webmd.com/drugs/2/drug-10572-6106/balanced-b-150/details
balanced b-150 complex tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-17812-6106/balanced-b-150-complex-tr-tablet-er/details
balanced b-50 complex (with folic acid) 50 mcg tablet multivitamins (),https://www.webmd.com/drugs/2/drug-178124-6106/balanced-b-50-complex/details
balanced b-50 complex tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-17811-6106/balanced-b-50/details
balanced b-50 complex tr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-10615-6106/balanced-b-50-complex-tr-tablet-er/details
balanced b-50 tablet (),https://www.webmd.com/drugs/2/drug-3814-6106/balanced-b-50/details
balanced b-50 tr tablet, extended release (),https://www.webmd.com/drugs/2/drug-12228-6106/balanced-b-50-tr-tablet-er/details
bayhep b neonatal syringe (RX),https://www.webmd.com/drugs/2/drug-148211-1178/bayhep-b-neonatal-syringe/details
bayhep b syringe (RX),https://www.webmd.com/drugs/2/drug-148210-1178/bayhep-b-syringe/details
better b complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58498-6106/better-b-complex-tablet/details
bio t pres-b 4 mg-10 mg-20 mg/5 ml oral liquid (OTC),https://www.webmd.com/drugs/2/drug-164966-4172/bio-t-pres-b/details
bio-b 100 tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-58514-6106/bio-b-100-tablet-er/details
bio-b kids 4 mg-10 mg-15 mg/5 ml oral liquid (OTC),https://www.webmd.com/drugs/2/drug-155979-4172/bio-b-kids/details
c 500 timed released mg tablet,extended release (OTC),https://www.webmd.com/drugs/2/drug-147669-106/c-500-mg-timed-released/details
c and syrup (RX),https://www.webmd.com/drugs/2/drug-55316-4172/c-and-syrup/details
c complex (),https://www.webmd.com/drugs/2/drug-11157-106/c-complex/details
c p m tablet (OTC),https://www.webmd.com/drugs/2/drug-53933-667/c-p-m-tablet/details
c-100 w/rose hips tablet (OTC),https://www.webmd.com/drugs/2/drug-58257-106/c-w-rose-hips-tablet/details
c-1000 (),https://www.webmd.com/drugs/2/drug-58297-106/c-1000/details
c-1000 with rose hips (),https://www.webmd.com/drugs/2/drug-77609-106/c-1000-with-rose-hips/details
c-1500 with rose hips tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-78141-106/c-1500-with-rose-hips-tablet-er/details
c-250 250 mg chewable tablet (OTC),https://www.webmd.com/drugs/2/drug-17337-106/vitamin-c/details
c-500 500 mg chewable tablet (),https://www.webmd.com/drugs/2/drug-9038-106/vitamin-c/details
c-500 buffered tablet (OTC),https://www.webmd.com/drugs/2/drug-58277-106/c-buffered-tablet/details
c-500 with rose hips tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-78142-106/c-with-rose-hips-tablet-er/details
c-500-gr tablet, extended release (OTC),https://www.webmd.com/drugs/2/drug-12093-106/c-gr-tablet-er/details
c-5000 crystals (),https://www.webmd.com/drugs/2/drug-16922-106/c-crystals/details
c-b vone capsule (OTC),https://www.webmd.com/drugs/2/drug-58556-9038/c-b-vone-capsule/details
c-buff oral powder (OTC),https://www.webmd.com/drugs/2/drug-12076-106/c-buff-powder/details
c-caps capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-9039-106/c-caps-capsule-er/details
c-cephulose solution (RX),https://www.webmd.com/drugs/2/drug-56871-7202/c-cephulose-solution/details
c-chronulose syrup (RX),https://www.webmd.com/drugs/2/drug-56188-8109/c-chronulose-syrup/details
c-clarifying serum liquid (RX),https://www.webmd.com/drugs/2/drug-148426-9198/c-clarifying-serum-liquid/details
c-cof hc liquid (RX),https://www.webmd.com/drugs/2/drug-17759-3172/c-cof-hc-liquid/details
c-complex tablet (OTC),https://www.webmd.com/drugs/2/drug-58288-106/c-complex-tablet/details
c-lax laxative (OTC),https://www.webmd.com/drugs/2/drug-176048-109/c-lax-laxative/details
c-lexin capsule (RX),https://www.webmd.com/drugs/2/drug-52615-11/c-lexin-capsule/details
c-liquid liquid (OTC),https://www.webmd.com/drugs/2/drug-58323-106/c-liquid-liquid/details
c-long capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-58225-106/c-long-capsule-er/details
c-nate dha (),https://www.webmd.com/drugs/2/drug-163625-7126/c-nate-dha/details
c-phed dm tannate suspension (RX),https://www.webmd.com/drugs/2/drug-64060-4172/c-phed-dm-tannate-suspension/details
c-phed dpd tannate suspension (RX),https://www.webmd.com/drugs/2/drug-94274-4172/c-phed-dpd-tannate-suspension/details
c-phed tannate suspension (RX),https://www.webmd.com/drugs/2/drug-22140-9012/c-phed-tannate-suspension/details
c-phen dm drops (RX),https://www.webmd.com/drugs/2/drug-95064-4172/c-phen-dm-drops/details
c-phen drops (RX),https://www.webmd.com/drugs/2/drug-95166-9012/c-phen-drops/details
c-plus tablet (OTC),https://www.webmd.com/drugs/2/drug-58667-9038/c-plus-tablet/details
c-solve-2 solution (RX),https://www.webmd.com/drugs/2/drug-61201-6181/c-solve-solution/details
c-span capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-58239-106/c-span-capsule-er/details
c-sporin solution (RX),https://www.webmd.com/drugs/2/drug-60947-196/c-sporin-solution/details
c-syrup syrup (OTC),https://www.webmd.com/drugs/2/drug-58325-106/c-syrup-syrup/details
c-tabs tablet (OTC),https://www.webmd.com/drugs/2/drug-58859-9038/c-tabs-tablet/details
c-tan d plus suspension (RX),https://www.webmd.com/drugs/2/drug-150538-9012/c-tan-d-plus-suspension/details
c-tan d suspension (RX),https://www.webmd.com/drugs/2/drug-149840-9012/c-tan-d-suspension/details
c-therapy night cream (RX),https://www.webmd.com/drugs/2/drug-148427-9198/c-therapy-night-cream/details
c-time capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-9040-106/c-time-capsule-er/details
c-tym capsule, extended release (OTC),https://www.webmd.com/drugs/2/drug-58247-106/c-tym-capsule-er/details
c-vites tablet (OTC),https://www.webmd.com/drugs/2/drug-58272-106/c-vites-tablet/details
c/rose hips tablet (),https://www.webmd.com/drugs/2/drug-10922-106/c-rose-hips-tablet/details
c/t/s solution (RX),https://www.webmd.com/drugs/2/drug-61197-9016/c-t-s-solution/details
centa mins jr. + extra c chew tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59436-5249/centa-mins-jr-extra-c-chew-tablet-chewable/details
centrum jr/extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2137-5249/centrum-jr-extra-c-tablet-chewable/details
centrum kids-extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-94787-5249/centrum-kids-extra-c-tablet-chewable/details
centrum singles-vitamin c tablet (OTC),https://www.webmd.com/drugs/2/drug-77650-106/centrum-singles-vitamin-c-tablet/details
chew c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-58313-106/chew-c-tablet-chewable/details
chew c with acerola tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-58322-106/chew-c-with-acerola-tablet-chewable/details
chewable c tablet (OTC),https://www.webmd.com/drugs/2/drug-58312-106/chewable-c-tablet/details
chewable orange c tablet (OTC),https://www.webmd.com/drugs/2/drug-9835-106/chewable-orange-c-tablet/details
child chew multi with extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59358-5249/child-chew-multi-with-extra-c-tablet-chewable/details
child chew with extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59389-5249/child-chew-with-extra-c-tablet-chewable/details
child delsym nighttime c-c liquid (OTC),https://www.webmd.com/drugs/2/drug-159937-9012/child-delsym-nighttime-c-c-liquid/details
child's chewable w/extra c tablet (OTC),https://www.webmd.com/drugs/2/drug-59369-5249/childs-chewable-w-extra-c-tablet/details
child's vitamin with c (OTC),https://www.webmd.com/drugs/2/drug-59395-5249/childs-vitamin-with-c/details
children's alphabets w/extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59404-5249/childrens-alphabets-w-extra-c-tablet-chewable/details
children's chew vit w/c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59386-5249/childrens-chew-vit-w-c-tablet-chewable/details
children's chewable vits w/c tablet (OTC),https://www.webmd.com/drugs/2/drug-59381-5249/childrens-chewable-vits-w-c-tablet/details
children's chewable w/c tablet (OTC),https://www.webmd.com/drugs/2/drug-59405-5249/childrens-chewable-w-c-tablet/details
children's multivit with extra c chewable tablet (OTC),https://www.webmd.com/drugs/2/drug-59393-5249/childrens-multivit-w-extra-c/details
children's vitamin w/extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59402-5249/childrens-vitamin-w-extra-c-tablet-chewable/details
childrens multi vits/extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2195-5249/childrens-multi-vits-extra-c-tablet-chewable/details
childrens multi-vits/c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2197-5249/childrens-multi-vits-c-tablet-chewable/details
childrens multivits/extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2183-5249/childrens-multivits-extra-c-tablet-chewable/details
childrens vitamins/extra c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2193-5249/childrens-vitamins-extra-c-tablet-chewable/details
childs chew/c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2199-5249/childs-chew-c-tablet-chewable/details
childs multi-vit/c tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-2167-5249/childs-multi-vit-c-tablet-chewable/details
circus mates w/vit c/iron tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-59448-5249/circus-mates-w-vit-c-iron-tablet-chewable/details
citrus-c-500 tablet, chewable (OTC),https://www.webmd.com/drugs/2/drug-58319-106/citrus-c-tablet-chewable/details
codecon-c liquid (OTC),https://www.webmd.com/drugs/2/drug-55158-3172/codecon-c-liquid/details
com-vi c capsule (OTC),https://www.webmd.com/drugs/2/drug-58625-9038/com-vi-c-capsule/details
com-vi-c capsule (RX/OTC),https://www.webmd.com/drugs/2/drug-58566-6106/com-vi-c-capsule/details
com-vi-c tablet (RX/OTC),https://www.webmd.com/drugs/2/drug-58566-9038/com-vi-c-tablet/details
combee-c tablet (OTC),https://www.webmd.com/drugs/2/drug-58655-9038/combee-c-tablet/details
cvs vitamin c tablet (),https://www.webmd.com/drugs/2/drug-18244-106/cvs-vitamin-c-tablet/details
